,Rank,NCTId,BriefTitle,SecondaryId,LeadSponsorName,LocationCountry
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Spain
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Sweden
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Switzerland
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Turkey
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,United Kingdom
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Australia
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Belgium
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Czechia
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Denmark
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Estonia
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Finland
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,France
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Germany
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Ireland
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Italy
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Netherlands
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Norway
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Spain
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Sweden
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Switzerland
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,Turkey
419,1420,NCT02861014,A Study of Ocrelizumab in Participants With Relapsing Remitting Multiple Sclerosis (RRMS) Who Have Had a Suboptimal Response to an Adequate Course of Disease-Modifying Treatment (DMT),2015-005597-38,Hoffmann-La Roche,United Kingdom
432,1433,NCT02579681,Study Assessing Cognition in Relapsing Remitting Multiple Sclerosis (RRMS) Patients Treated With BG00012,2013-001422-25|109MS410,Biogen,Italy
433,1434,NCT02555215,Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS),2015-003282-29,Biogen,United States
433,1434,NCT02555215,Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS),2015-003282-29,Biogen,Belgium
433,1434,NCT02555215,Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS),2015-003282-29,Biogen,Bulgaria
433,1434,NCT02555215,Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS),2015-003282-29,Biogen,Czechia
433,1434,NCT02555215,Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS),2015-003282-29,Biogen,Germany
433,1434,NCT02555215,Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS),2015-003282-29,Biogen,Kuwait
433,1434,NCT02555215,Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS),2015-003282-29,Biogen,Latvia
433,1434,NCT02555215,Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS),2015-003282-29,Biogen,Lebanon
433,1434,NCT02555215,Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS),2015-003282-29,Biogen,Poland
433,1434,NCT02555215,Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS),2015-003282-29,Biogen,Turkey
434,1435,NCT02545868,A Study to Evaluate the Effects of Ocrelizumab on Immune Responses In Participants With Relapsing Forms of Multiple Sclerosis,2015-001357-32,Hoffmann-La Roche,United States
434,1435,NCT02545868,A Study to Evaluate the Effects of Ocrelizumab on Immune Responses In Participants With Relapsing Forms of Multiple Sclerosis,2015-001357-32,Hoffmann-La Roche,Canada
438,1439,NCT02471560,Tecfidera and the Gut Microbiota,2015-001197-18,Biogen,Norway
443,1444,NCT02410200,Study of the Effect of BG00012 on MRI Lesions and Pharmacokinetics in Pediatric Subjects With RRMS,2014-005003-24,Biogen,United States
443,1444,NCT02410200,Study of the Effect of BG00012 on MRI Lesions and Pharmacokinetics in Pediatric Subjects With RRMS,2014-005003-24,Biogen,Belgium
443,1444,NCT02410200,Study of the Effect of BG00012 on MRI Lesions and Pharmacokinetics in Pediatric Subjects With RRMS,2014-005003-24,Biogen,Bulgaria
443,1444,NCT02410200,Study of the Effect of BG00012 on MRI Lesions and Pharmacokinetics in Pediatric Subjects With RRMS,2014-005003-24,Biogen,Czechia
443,1444,NCT02410200,Study of the Effect of BG00012 on MRI Lesions and Pharmacokinetics in Pediatric Subjects With RRMS,2014-005003-24,Biogen,Germany
443,1444,NCT02410200,Study of the Effect of BG00012 on MRI Lesions and Pharmacokinetics in Pediatric Subjects With RRMS,2014-005003-24,Biogen,Kuwait
443,1444,NCT02410200,Study of the Effect of BG00012 on MRI Lesions and Pharmacokinetics in Pediatric Subjects With RRMS,2014-005003-24,Biogen,Latvia
443,1444,NCT02410200,Study of the Effect of BG00012 on MRI Lesions and Pharmacokinetics in Pediatric Subjects With RRMS,2014-005003-24,Biogen,Lebanon
443,1444,NCT02410200,Study of the Effect of BG00012 on MRI Lesions and Pharmacokinetics in Pediatric Subjects With RRMS,2014-005003-24,Biogen,Poland
443,1444,NCT02410200,Study of the Effect of BG00012 on MRI Lesions and Pharmacokinetics in Pediatric Subjects With RRMS,2014-005003-24,Biogen,Turkey
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,Austria
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,Belgium
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,Bosnia and Herzegovina
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,Croatia
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,Czechia
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,France
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,Greece
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,Hungary
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,Italy
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,Spain
449,1450,NCT02247310,BETAEVAL Global - The New BETACONNECT Auto-injector : Adherence and EVALuation of Multiple Sclerosis Patients Treated With Betaferon,BF1401,Bayer,Switzerland
450,1451,NCT02064816,A Study of Rebif® in Subjects With Relapsing Multiple Sclerosis,2013-004450-21,"Merck KGaA, Darmstadt, Germany",Germany
456,1457,NCT01667796,Pharmacokinetics of Vitamin D in Multiple Sclerosis and in Health,FG-1507-05231,Johns Hopkins University,United States
462,1463,NCT01436838,"China Betaferon Adherence, Coping and Nurse Support Study",BF1110CN,Bayer,China
466,1467,NCT01420055,Fingolimod -Response According to Coping - Evaluation,2011-001280-49,Novartis Pharmaceuticals,France
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,United States
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Australia
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Austria
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Belgium
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Brazil
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Bulgaria
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Canada
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Czechia
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Finland
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,France
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Germany
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Greece
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Hungary
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Israel
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Italy
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Lithuania
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Mexico
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Netherlands
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,New Zealand
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Norway
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Peru
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Poland
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Portugal
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Romania
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Russian Federation
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Spain
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Switzerland
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Ukraine
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,United Kingdom
472,1473,NCT01194570,A Study of Ocrelizumab in Participants With Primary Progressive Multiple Sclerosis,2010-020338-25,Hoffmann-La Roche,Uruguay
474,1475,NCT01158183,Real-World Betaseron Health Economic Outcomes Study for Relapsing Forms of Multiple Sclerosis,BF0714US|311644,Bayer,United States
478,1479,NCT01134627,Minocycline as add-on to Interferon Beta-1a [IFN Beta-1a] (Rebif®) in Relapsing-Remitting Multiple Sclerosis [RRMS],2005-004289-18,"Merck KGaA, Darmstadt, Germany",Denmark
488,1489,NCT01071694,QOLBET Quality Of Life in Patients With Early Relapsing-remitting Multiple Sclerosis Treated With BETaferon® in Korea,Qolbet|BF1010KR,Bayer,"Korea, Republic of"
492,1493,NCT00780455,Rehabilitation Study in MS Patients,2006-006673-24|308083,Bayer,France
